id,song_name,artist,song_popularity,decade,genre,points,created_at,updated_at
2416,Friendly Folk,Bernard Cribbins,0,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2417,If It Ain't Love,Jason Derulo,1,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2418,Improvisation 3,Joe Mcphee,0,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2419,My Name Is,Eminem,1,90s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2420,"The First Snow of the Year / Sleep, Grandmother",Mark Van Doren,0,60s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2421,Therapeutin,Pöbel MC,0,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2422,I'm On A Boat,The Lonely Island Featuring T-Pain,1,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2423,Isis,Joyner Lucas Featuring Logic,1,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2424,Mass Appeal,Gang Starr,1,90s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2425,Watergrate,Dickie Goodman,1,70s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2426,Po' Folks,Nappy Roots Featuring Anthony Hamilton,1,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2427,Incoerência,Fábio Jr.,0,70s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2428,Red Opps,21 Savage,1,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2429,Close To Me,Herbert,0,90s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2430,21 Questions,50 Cent Featuring Nate Dogg,1,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2431,La Toma - 16 de Marzo 1967,Victor Jara,0,70s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2432,Feelin' It,JAY-Z,1,90s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2433,Both,Gucci Mane Featuring Drake,1,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2434,Hold You Down,"The Alchemist Featuring Prodigy, Illa Ghee & Nina Sky",1,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2435,Encore,"Eminem, Dr. Dre & 50 Cent",1,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2436,Resumen de Noticias,Silvio Rodríguez,0,70s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2437,Kooda,6ix9ine,1,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2438,Dem Jeans,Chingy Featuring Jermaine Dupri,1,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2439,7 Rings,Ariana Grande,1,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2440,Shake,Ying Yang Twins Featuring Pitbull,1,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2441,Sutton Mutton,Eddie Lang,0,90s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2442,"The Young Person's Guide to the Orchestra, Op. 34 (Variations and Fugue on a Theme of Purcell): Theme A. Allegro maestoso e largamente",Benjamin Britten,0,60s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2443,1942,G-Eazy Featuring Yo Gotti & YBN Nahmir,1,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2444,Monster Mash,John Zacherle,0,60s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2445,"Don Giovanni, K. 527, Act II: """"Questo è il fin""""",Wiener Philharmoniker,0,60s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2446,"D'un Temps, D'un País - En Directe",Raimon,0,60s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2447,Freaks,French Montana Featuring Nicki Minaj,1,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2448,Funk Rap,Ikim & Bacardi,0,80s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2449,Backyard Boogie,Mack 10,1,90s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2450,Evening in a Sugar Orchard / Choose Something Like a Star,Lesley Frost,0,60s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2451,Colors,Ice-T,1,80s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2452,Funky Weekend,The Stylistics,1,70s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2453,Superstar,Lupe Fiasco Featuring Matthew Santos,1,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2454,Blackman Time,I-Roy,0,70s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2455,Pelo Telefone,MPB4,0,70s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2456,"Neu Smell Poem,Tube Disaster",Flux of Pink Indians,0,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2457,Screaming Target,Big Youth,0,70s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2458,Throw Your Set In The Air,Cypress Hill,1,90s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2459,5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,1,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2460,The Cow in Apple Time,Lesley Frost,0,60s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2461,Peaches & Cream,112,1,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2462,Bag Of Money,"Wale Featuring Rick Ross, Meek Mill & T-Pain",1,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2463,What'Chu Like,Da Brat Featuring Tyrese,1,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2464,Pull Up N Wreck,Big Sean & Metro Boomin Featuring 21 Savage,1,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2465,INTRO,DaBaby,1,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2466,Congé Technique,Verckys & L'Orchestre Vévé,0,80s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2467,Sue Me!,Doctor Ice,0,80s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2468,Bomdigi,Erick Sermon,1,90s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2469,The Real Janelle,Bratmobile,0,90s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2470,Bingo-Master's Break-Out!,The Fall,0,70s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2471,My Drink N' My 2 Step,Cassidy Featuring Swizz Beatz,1,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2472,Up and Down This Road,Ella Jenkins,0,90s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2473,"Wigmaker Sequence: The Ballad of Sweeney Todd: """"Sweeney'd Waited Too Long Before"""" / The Letter",Stephen Sondheim,0,70s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2474,Get Out Of Denver,Bob Seger,1,70s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2475,La Maza,Silvio Rodríguez,0,80s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2476,Looking for Me Santa Claus,Sam Manning,0,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2477,Earache My Eye,Cheech And Chong with Alice Bowie,0,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2478,Like Glue,Sean Paul,1,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2479,Right Thurr,Chingy,1,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2480,Negative Energy,Trippie Redd Featuring Kodie Shane,1,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2481,Black Verse - Part 2,Langston Hughes,0,60s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2482,MC's Act Like They Don't Know,KRS-One,1,90s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2483,גלבי,Ofra Haza,0,80s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2484,NBAYoungboat,Lil Yachty Featuring NBA YoungBoy,1,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2485,Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,"The Barden Bellas, The Treblemakers & The BU Harmonics",1,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2486,Sorry You’re Not a Winner,Enter Shikari,0,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2487,Ella Se Arrebata,Latin Fresh,0,90s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2488,Rubbin Off The Paint,YBN Nahmir,1,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2489,Pop Goes The Weasel,Anthony Newley,1,60s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2490,Palimpa - Arabhi -- Adi -- (Tisranadai) -- Pallavi -- Seshayyam,M. L. Vasanthakumari,0,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2491,Original Faubus Fables,Charles Mingus,0,60s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2492,Want U,Lo-Fi-Fnk,0,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2493,The Quack - Club Dub,What So Not,0,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2494,Untouched,The Veronicas,1,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2495,Contra la por - En Directe,Raimon,0,60s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2496,Bulletproof,Joey Trap,0,10s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2497,It's Your Thing,Mercedes Featuring Master P,1,90s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2498,Blues para Mis Amigos,Billy Bond y La Pesada,0,70s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2499,Get'cha Head In The Game,Andrew Seeley,1,00s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2500,Man Behind The Music,Queen Pen Featuring Teddy Riley,1,90s,rap,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2501,Marcianita / É Proibido Fumar / Pega Ladrão - Medley,Raul Seixas,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2502,Verdi è Morto,Ennio Morricone,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2503,Yuri and the Daffodils (Lara's Theme),Maurice Jarre,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2504,"Amore che nasce (From """"C'era una volta"""")",Piero Piccioni,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2505,Love Me As I Love You,George Maharis,1,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2506,Confound Games,Destruction,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2507,Insanity - Live at Graspop,King Diamond,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2508,Brown Arms In Houston,Orpheus,1,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2509,Aquellas Pequeñas Cosas,Joan Manuel Serrat,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2510,Longer,Dan Fogelberg,1,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2511,Pick It Up,999,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2512,"Concerto for Piano Duet and Strings, Op. 32: II. Larghetto",Malcolm Arnold,0,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2513,Guds Fortapelse - Apenbaring Av Dommedag,Urgehal,0,00s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2514,"Melody in F Major, Op. 3, No. 1",Anton Rubinstein,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2515,Vampiria - Live in Katowice 2004,Moonspell,0,00s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2516,"Symphony No. 1 in D Major """"Titan"""": IIIb. A tempo. Ziemlich langsam",Gustav Mahler,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2517,Somewhere,Barbra Streisand,1,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2518,Solid As Rock,Shakin' Street,0,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2519,Cecilia Chime In Melee,Sebadoh,0,90s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2520,Jazz Music - De Capo Edit,De-Phazz,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2521,Servants of Metal,Stormwarrior,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2522,My Marie,Engelbert Humperdinck,1,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2523,Storia di una Monaca di Clausura (Pop Liturgical),Piero Piccioni,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2524,Hoyt's Office,Hildur Guðnadóttir,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2525,Dream On,Aerosmith,1,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2526,Prologue: Legend of the Seven Heroes,Kenji Ito,0,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2527,Ain't Nothing To It,Marionette,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2528,Superstitious,Europe,1,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2529,The Creator Has A Master Plan - Edit,Pharoah Sanders,0,90s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2530,Legenda Revontulet (Synth Version) [Bonus Track],Wonders of Nature,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2531,Clock Chime And Train In Distance,Nature's Mystic Moods,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2532,"Der Waffenschmied: Akt III - Schlussgesang """"Gern gäb ich Glanz und Reichtum hin""""",Staatskapelle Berlin,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2533,Lucia di Lammermoor: Act III: Scene 2: Eccola! - Il dolce suono,Gaetano Donizetti,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2534,That's How I Escaped My Certain Fate,Mission Of Burma,0,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2535,Rain,The Beatles,1,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2536,In My Room,The Beach Boys,1,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2537,Your Disposal,Cattle Decapitation,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2538,You Didn't Try To Call Me,Frank Zappa,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2539,"Mon Pere, Mon Pere",Philip Glass,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2540,The Age For Love,Jimmy Charles,1,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2541,Paranoid,The Dickies,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2542,Places,Shlohmo,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2543,"I Won't Send Roses - From """"Mack & Mabel Original Cast Recording"""" 1974/Reissue/Remastered 1992",Jerry Herman,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2544,I'm So Glad I Fell For You,David Ruffin,1,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2545,Tonight,Iggy Pop,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2546,"Rigoletto [Acts II & III]: Chi è mai, chi è qui in sua vece? (Rigoletto, Gilda)",Giuseppe Verdi,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2547,"""""Joseph, lieber Joseph mein""""",Traditional,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2548,Fuzzy Logic,Klaus Schulze,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2549,Recuerdos,Javier Solís,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2550,Lepers Among Us,Dimmu Borgir,0,00s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2551,San Francisco Girls (Return of the Native),Fever Tree,1,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2552,We've Come Too Far To End It Now,Smokey Robinson & The Miracles,1,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2553,Daughter of Eve,Kimaera,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2554,He's Nuts,R. Stevie Moore,0,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2555,Still,Commodores,1,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2556,Come In From The Rain,Captain & Tennille,1,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2557,Brutal Ardour (Variation On 'The Canon In D Major' By Johann Pachelbel) - Remastered 2004,Brian Eno,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2558,Yhvh's Shadow,Craft,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2559,Spoken Roses,John Foxx,0,00s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2560,Take Good Care Of Her,Mel Carter,1,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2561,Death Rider,Omen,0,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2562,Moon-Light,Kitaro,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2563,Upton Jail,Nigel Eaton,0,00s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2564,Sole Alto,Armando Trovajoli,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2565,Where Have All the Classics Gone,Piebald,0,00s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2566,Decreasing of Human Population,Lugubre,0,00s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2567,Apparition de l'Église éternelle,Olivier Messiaen,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2568,Hocus Pocus,Focus,1,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2569,Angel'S Spring,Pholhas,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2570,Thrash Violento,Holocausto,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2571,Bitter Sweet Symphony,The Verve,1,90s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2572,"O come, all ye faithful",Traditional,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2573,Hungry Like Sharp Desire,Martyn Bates,0,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2574,"Dorm, Jesús, en Pau",Traditional,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2575,Bathsheba and Oak Unite,Craig Armstrong,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2576,Sowing The Seeds Of Love,Tears For Fears,1,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2577,Cul De Sac,Duncan Fellows,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2578,Call Me Irresponsible,Jack Jones,1,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2579,Won't Ask You Again,Subhumans,0,00s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2580,Steel Lords of War,Slaughter Lord,0,00s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2581,Mother Earth,Crass,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2582,Binaural Alpha Sinus 142 Hz - 152 Hz,Vorssenn,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2583,It's Too Soon To Know,Etta James,1,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2584,Almost Over You,Sheena Easton,1,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2585,The Gumbo Variations,Frank Zappa,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2586,Aurora lucis rutilat,Traditional,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2587,Peau Douce,Bill Evans Trio,0,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2588,Sometimes,Goldmund,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2589,Monday Blues - Horror Stories,Dwarves,0,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2590,London Girl,Os Pedrero,0,90s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2591,Cryin',Joe Satriani,0,90s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2592,Amiga Mía,Tito Rodriguez,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2593,"The Struggle of the Turtle to the Sea, Pt. II",Jean-Luc Ponty,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2594,Sagar (The Ocean) - Instrumental,Ananda Shankar,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2595,"He Ain't Heavy, He's My Brother",The Hollies,1,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2596,Ride My See-Saw,The Moody Blues,1,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2597,Always Together,Al Martino,1,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2598,Fresh Paint,Anne Dudley,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2599,Never Comes The Day,The Moody Blues,1,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2600,I Have Dreamed,Christian McBride,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2601,You've Got To Farewell,Martyn Bates,0,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2602,The One I Love is Gone,Hazel Dickens,0,90s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2603,Rain & Thunder 8,Nature's Mystic Moods,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2604,Vietnamese Blues,GBH,0,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2605,Häie - Folk Aesthetic Version,Tenhi,0,00s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2606,Hammer Of Doom - Live,Candlemass,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2607,Music for Sleep,Dr. Sounds,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2608,Gott mit uns: Lontano - Soundtrack,Ennio Morricone,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2609,"Twas the Morning of the Leaves, 'Twas Autumn",Fariborz Lachini,0,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2610,Uaxuctum: III. —,Giacinto Scelsi,0,00s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2611,Newport,Maynard Ferguson,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2612,The Glade Part II,Trevor Jones,0,90s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2613,Polevu Neevu,P. Susheela,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2614,From The Ground Up,Dan + Shay,1,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2615,Ocean Vision,Schawkie Roth,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2616,He's Got the Whole World in His Hands,Traditional,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2617,Civic Centre (Closing),Johnny Pearson,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2618,Heat Of The Moment,Asia,1,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2619,In the Blood,Metal Church,0,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2620,Pelo Amor De Deus,Milton Nascimento,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2621,Alle Terme,Gino Marinuzzi,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2622,Si Amanece,Rocío Jurado,0,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2623,La resa dei conti (Seconda caccia),Ennio Morricone,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2624,Singer-Songwriter,Aidan Knight,0,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2625,Hail Mary,Holy Roman Empire,0,00s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2626,À quoi ça sert - Remasterisé en 2016,Françoise Hardy,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2627,ISHC Theme Song,International Superheroes Of Hardcore,0,00s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2628,Bonnie And Clyde,Brigitte Bardot,0,90s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2629,Turiya,Alice Coltrane,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2630,"Burn, Don't Freeze!",Sleater-Kinney,0,90s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2631,Metal Crusaders,Exciter,0,00s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2632,Lucia di Lammermoor: Act I: Scene 2: Regnava nel silenzio,Gaetano Donizetti,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2633,I'm Not Talking,The Misunderstood,0,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2634,Baiser Au Crépuscule & Fin,François Bréant,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2635,Silenzio: II,Sofia Gubaidulina,0,00s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2636,Density 21.5,Edgard Varèse,0,90s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2637,Short Game,R. Stevie Moore,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2638,No Eye Had Seen,Michael W. Smith,0,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2639,The Kiss,Harold Budd,0,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2640,Skyfall,Adele,1,10s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2641,Relic Uncovered,Midnight Syndicate,0,00s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2642,Les goémons,Serge Gainsbourg,0,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2643,World War,U.K. Subs,0,70s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2644,Matta - Remastered,Brian Eno,0,80s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2645,I Wonder Who's Kissing Her Now,Bobby Darin,1,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2646,Oriental Jazz (Sudan),Original Dixieland Jazz Band,0,90s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
2647,Her Royal Majesty,James Darren,1,60s,rock,0,2023-02-04 15:51:34,2023-02-04 15:51:34
